X,Y,id,name
-113.996270087151,35.574872487232,04015,Mohave
-90.4056353185532,30.5669840695307,22105,Tangipahoa
-114.15419902284,43.0246381727217,16063,Lincoln
-96.6672119977985,47.8151843302444,27119,Polk
-97.2367302188974,46.9346483786068,38017,Cass
-103.81360697932,44.4141677222498,46081,Lawrence
-74.4401924489424,42.584799206562,36095,Schoharie
-131.808444119245,56.2554460864253,02275,Wrangell
-85.2051134002791,33.763115148545,13143,Haralson
-83.3434767572675,32.4380156715993,13023,Bleckley
-86.4807423375237,38.8775275480021,18093,Lawrence
-85.6218731469773,38.990493852458,18079,Jennings
-83.2274086310528,43.1019535655172,26087,Lapeer
-88.9286408404584,33.9435186749471,28017,Chickasaw
-82.9192707978099,40.8529347715575,39033,Crawford
-96.7909893319933,43.674087298813,46099,Minnehaha
-97.161583936784,43.334758719214,46125,Turner
-95.5909132595517,30.7439508299616,48471,Walker
-66.3864515026604,17.9998000777759,72133,Santa Isabel
-98.5598189840531,43.7140330855324,46003,Aurora
-98.2033822040879,26.9189866067014,48047,Brooks
-66.0562483190625,18.2180016180954,72025,Caguas
-66.1385451779024,18.446081818279,72033,Cata̱o
-66.4147538092972,18.313356301377,72101,Morovis
-101.69845154384,40.5243449484101,31029,Chase
-66.5627565051136,18.3704842445828,72054,Florida
-106.187415579621,37.2118099636687,08021,Conejos
-77.7191839300284,39.5218212504021,24043,Washington
-99.9029072238722,39.7842650197902,20137,Norton
-88.1847521105088,40.8061170007212,17053,Ford
-102.605645600556,34.9653696853868,48117,Deaf Smith
-84.2063880773722,32.0630369330839,13261,Sumter
-88.1508791902113,45.3793206815827,55075,Marinette
-121.022110592059,36.5825494453039,06069,San Benito
-84.6959659004214,33.0655590861323,13199,Meriwether
-92.3187290167902,42.5555915816558,19013,Black Hawk
-93.7338081735335,43.081765631805,19081,Hancock
-96.0964609443594,47.9062448645386,27125,Red Lake
-97.9969921136211,41.4375253943439,31125,Nance
-76.4748154483367,40.4070829463423,42075,Lebanon
-102.34274039443,33.6071963393173,48219,Hockley
-99.3537452429524,32.7356802584426,48417,Shackelford
-100.401924028146,31.3057749035,48451,Tom Green
